title,Location,details,Price,Description
"
4 bedroom house for sale in Langata Area
,
4 Bedroom Maisonette For Sale in Rubia Estate L ...
","
Langata Area, Langata
","
4
","
KSh 17,000,000
","
4 Bedroom Maisonette For Sale in Rubia Estate L...
,
4 bedroom house for sale in Langata Area
"
"
4 bedroom townhouse for sale in Brookside
,
Exclusive four bedroom townhouse within Brookes ...
","
1105w, Brookeside Drive, Westlands, Brookside, Westlands
","
3500 ft²
,
4
,
4
","
KSh 53,000,000
","
Exclusive four bedroom townhouse within Brookes...
,
4 bedroom townhouse for sale in Brookside
"
"
3 bedroom townhouse for sale in Ongata Rongai
,
3 Bedroom Townhouse for Sale - PREMIUM
","
Gataka Road, Ongata Rongai, Kajiado North
","
3
","
KSh 12,750,000
","
3 Bedroom Townhouse for Sale - PREMIUM
,
3 bedroom townhouse for sale in Ongata Rongai
"
"
5 bedroom townhouse for sale in Lavington
,
DISCOUNTED SALE !! OF A NEW 5 BEDROOMS TOWNHOU ...
","
Lavinton Green, Lavington Green, Lavington, Dagoretti North
","
5
","
KSh 50,000,000
","
DISCOUNTED SALE !! OF A NEW 5 BEDROOMS TOWNHOU...
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom villa for sale in Watamu
,
LOVELY 4 BEDROOM HOUSE & POOL FOR SALE IN NORTH ...
","
Watamu, Kilifi North
","
4
","
KSh 52,000,000
","
LOVELY 4 BEDROOM HOUSE & POOL FOR SALE IN NORTH...
,
4 bedroom villa for sale in Watamu
"
"
5 bedroom townhouse for sale in Spring Valley
,
5 Bedroom Townhouse
","
Spring Valley, Westlands
","
 5
","
KSh 95,000,000
","
5 Bedroom Townhouse
,
5 bedroom townhouse for sale in Spring Valley
"
"
4 bedroom house for sale in Nyali Area
,
4br Mansion In A Shared Compound On Sale Nyali ...
 ","
Nyali Area, Nyali
","
4
","
KSh 33,000,000
","
4br Mansion In A Shared Compound On Sale Nyali...
,
4 bedroom house for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Karen
,
Muhugu Park
","
Kerarapon, Karen, Langata
","
450 m²
,
5
","
KSh 60,000,000
","
Muhugu Park
,
5 bedroom townhouse for sale in Karen
"
"
Furnished 4 bedroom townhouse for sale in Runda
,
2 townhouses, each of 4 Bedroom on half an acre ...
","
Runda, Westlands
","
4
","
KSh 120,000,000
","
2 townhouses, each of 4 Bedroom on half an acre...
,
Furnished 4 bedroom townhouse for sale in Runda
"
"
4 bedroom townhouse for sale in South C
,
Townhouse for Sale
","
South C, South C, Langata
","
 4
","
KSh 25,000,000
","
Townhouse for Sale
,
4 bedroom townhouse for sale in South C
"
"
4 bedroom townhouse for sale in South C
,
4 Bedroom with DSQ For sale
","
Muhoho road, South C, Langata
","
4
","
KSh 18,500,000
","
4 Bedroom with DSQ For sale
,
4 bedroom townhouse for sale in South C
"
"
4 bedroom townhouse for sale in Karen
,
Contemporary Four Bedroom Villas For Sale in Ka ...
","
5, Off Dagorreti Road, Karen, Langata
","
2023 m²
,
4
","
KSh 65,000,000
","
Contemporary Four Bedroom Villas For Sale in Ka...
,
4 bedroom townhouse for sale in Karen
"
"
4 bedroom house for sale in Ruiru
,
selling beautiful 4 bedrooms maisonette in Memb ...
","
Membley Estate, Ruiru, Ruiru
","
456 ft²
,
4
","
KSh 20,000,000
","
selling beautiful 4 bedrooms maisonette in Memb...
,
4 bedroom house for sale in Ruiru
"
"
6 bedroom house for sale in Runda
,
6br House, Runda.
","
Runda, Runda, Westlands
","
6
","
KSh 180,000,000
","
6br House, Runda.
,
6 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Karen
,
4 Bedroom Townhouse
","
Miotoni, Karen, Langata
","
4
","
KSh 78,000,000
","
4 Bedroom Townhouse
,
4 bedroom townhouse for sale in Karen
 "
"
4 bedroom townhouse for sale in Kiambu Road
,
4br
","
Kiambu Road, Kiambu Road
","
4
","
KSh 30,000,000
","
4br
,
4 bedroom townhouse for sale in Kiambu Road
"
"
4 bedroom townhouse for sale in Karen
,
KAREN 4 BEDROOM TOWNHOUSE FOR SALE
","
Karen, Langata
","
4
","
KSh 65,000,000
","
KAREN 4 BEDROOM TOWNHOUSE FOR SALE
,
4 bedroom townhouse for sale in Karen
"
"
3 bedroom house for sale in Ngong
,
3 Bedroom Bungalow for Sale in Ngong, Town
","
Ngong, Ngong, Ngong, Kajiado North
","
3
","
KSh 7,200,000
","
3 Bedroom Bungalow for Sale in Ngong, Town
,
3 bedroom house for sale in Ngong
"
"
5 bedroom townhouse for sale in Karen
,
5 bedrooms all ensuite for sale in karen
","
Karen, Langata
","
798 m²
,
5
","
KSh 120,000,000
","
5 bedrooms all ensuite for sale in karen
,
5 bedroom townhouse for sale in Karen
"
"
4 bedroom house for sale in Syokimau
,
Sale Houses In A Gated Community In Syokimau
","
Syokimau, Athi River
","
150 m²
,
4
","
KSh 12,500,000
","
Sale Houses In A Gated Community In Syokimau
,
4 bedroom house for sale in Syokimau
"
"
4 bedroom townhouse for sale in Thika Road
,
Spectacular 4 Bedroom Massionate for sale
","
Kenol, Thika Road, Thika Road
","
260 m²
,
4
","
KSh 6,500,000
","
Spectacular 4 Bedroom Massionate for sale
,
4 bedroom townhouse for sale in Thika Road
"
"
5 bedroom house for sale in Juja
,
5 Bedroom Townhouses for sale in Juja
","
Juja, Kiambu Constituency
","
5
","
KSh 6,500,000
","
5 Bedroom Townhouses for sale in Juja
,
5 bedroom house for sale in Juja
"
"
3 bedroom townhouse for sale in South C
,
3 Bedroom plus SQ Townhouse at South C Estate
","
Mombasa Road, South C, Langata
","
3
","
KSh 18,500,000
","
3 Bedroom plus SQ Townhouse at South C Estate
,
3 bedroom townhouse for sale in South C
"
"
3 bedroom house for sale in Juja
,
3 Bedroom Bungalow for sale Along Kenyatta Rd A ...
","
Kenyatta Rd, Juja, Kiambu Constituency
","
115 m²
,
3
","
KSh 5,500,000
","
3 Bedroom Bungalow for sale Along Kenyatta Rd A...
,
3 bedroom house for sale in Juja
"
"
4 bedroom townhouse for sale in Langata Area
,
4 bedroom maisonette FOR SALE -phenon park
","
Langata Area, Langata
","
4
","
KSh 26,000,000
","
4 bedroom maisonette FOR SALE -phenon park
,
4 bedroom townhouse for sale in Langata Area
"
"
5 bedroom townhouse for sale in Nyali Area
,
Holiday Home For Sale Palm Gardens
","
Links Road, Nyali Area, Nyali
","
5
","
KSh 70,000,000
","
Holiday Home For Sale Palm Gardens
,
5 bedroom townhouse for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Karen
,
Karen plains
","
Karen, Langata
","
5
","
KSh 75,000,000
","
Karen plains
,
5 bedroom townhouse for sale in Karen
"
"
5 bedroom house for sale in Runda
,
Ambassadorial 5 bedroom home in Runda
","
Runda, Westlands
","
1400 m²
,
5
","
KSh 299,000,000
","
Ambassadorial 5 bedroom home in Runda
,
5 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Valley Arcade
,
Modern magnificent 5 bedroom with dsq Townhous ...
","
023, Othaya Rd, Valley Arcade, Dagoretti North
","
3600 ft²
,
5
","
KSh 70,000,000
","
Modern magnificent 5 bedroom with dsq Townhous...
,
5 bedroom townhouse for sale in Valley Arcade
"
"
4 bedroom townhouse for sale in Ruiru
,
4 Bedroom Townhouse For Sale In Kamakis,Ruiru A ...
","
Karuguru, Ruiru, Ruiru
","
184 m²
,
4
","
KSh 13,500,000
","
4 Bedroom Townhouse For Sale In Kamakis,Ruiru A...
,
4 bedroom townhouse for sale in Ruiru
"
"
3 bedroom house for sale in Ngong
,
Ngong 3 bedrooms house for sale
","
Matasia, Olsurutia, Ngong, Kajiado North
","
125 m²
,
3
","
KSh 5,300,000
","
Ngong 3 bedrooms house for sale
,
3 bedroom house for sale in Ngong
"
"
4 bedroom house for sale in Kiambu Road
,
Kiambu Road Villas
","
Kiambu Road, Kiambu Road
","
286 m²
,
4
","
KSh 40,750,000
","
Kiambu Road Villas
,
4 bedroom house for sale in Kiambu Road
"
"
3 bedroom townhouse for sale in Mtwapa
,
UPCOMING SEVERAL 3 BEDROOMS TOWNHOUSES FOR SALE ...
","
Mtwapa, Kilifi South
","
3
","
KSh 5,900,000
","
UPCOMING SEVERAL 3 BEDROOMS TOWNHOUSES FOR SALE...
,
3 bedroom townhouse for sale in Mtwapa
"
"
5 bedroom townhouse for sale in Kileleshwa
,
5 Bedroom Town House Plus Dsq For Sale
","
Kileleshwa, Dagoretti North
","
5
","
KSh 42,000,000
","
5 Bedroom Town House Plus Dsq For Sale
,
5 bedroom townhouse for sale in Kileleshwa
"
"
5 bedroom house for sale in Kyuna
,
Magnificent 5 Bedrooms Town house All Ensuite+D ...
","
Grevillea GROVE, Kyuna, Westlands
","
420 m²
,
5
","
KSh 54,000,000
","
Magnificent 5 Bedrooms Town house All Ensuite+D...
,
5 bedroom house for sale in Kyuna
"
"
5 bedroom house for sale in Old Muthaiga
,
Town house for sale in old muthaiga
","
Old Muthaiga, Muthaiga
","
10000 ft²
,
5
","
KSh 280,000,000
","
Town house for sale in old muthaiga
,
5 bedroom house for sale in Old Muthaiga
"
"
5 bedroom house for sale in Diani
,
5 Bedroom All En-suite Beach Front Villa For Sa ...
","
Galu Kinondo Beach , Diani, Msambweni
","
15176 m²
,
5
","
KSh 170,000,000
","
5 Bedroom All En-suite Beach Front Villa For Sa...
,
5 bedroom house for sale in Diani
"
"
3 bedroom house for sale in Syokimau
,
3 Bedroom Master En suite bungalow for sale in ...
","
Syokimau, Athi River
","
3
","
KSh 8,950,000
","
3 Bedroom Master En suite bungalow for sale in...
,
3 bedroom house for sale in Syokimau
"
"
4 bedroom townhouse for sale in Lavington
,
spacious 4 bedrooms townhouse for sale in Lavin ...
","
345, Lavington, Dagoretti North
","
230 m²
,
4
","
KSh 35,000,000
","
spacious 4 bedrooms townhouse for sale in Lavin...
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Rhapta Road
,
WESTLANDS-4 BED VILLA
","
Rhapta Road, Westlands
","
4
","
KSh 30,000,000
","
WESTLANDS-4 BED VILLA
,
4 bedroom townhouse for sale in Rhapta Road
"
"
3 bedroom townhouse for sale in Kitengela
,
3 BR Townhouse, Kitengela.
","
Kitengela, Kajiado North
","
297 m²
,
3
","
KSh 7,800,000
","
3 BR Townhouse, Kitengela.
,
3 bedroom townhouse for sale in Kitengela
"
"
4 bedroom townhouse for sale in Ngong
,
4 Bedroom Maisonettes for sale in Kibiko Ngong& ...
","
Kibiko, Suswa Road, Ngong, Kajiado North
","
4
","
KSh 13,950,000
","
4 Bedroom Maisonettes for sale in Kibiko Ngong&...
,
4 bedroom townhouse for sale in Ngong
"
"
3 bedroom house for sale in Langata Area
,
THREE BEDROOM plus DSQ for sale onyoka estate
","
Kitengera road, Langata Area, Langata
","
3
","
KSh 16,500,000
","
THREE BEDROOM plus DSQ for sale onyoka estate
,
3 bedroom house for sale in Langata Area
"
"
6 bedroom house for sale in Kitisuru
,
Kitisuru 6 Bedroom Triplex Stand Alone House fo ...
","
Kitisuru, Westlands
","
6
","
KSh 150,000,000
","
Kitisuru 6 Bedroom Triplex Stand Alone House fo...
,
6 bedroom house for sale in Kitisuru
"
"
5 bedroom house for sale in Hill View
,
House in Hillview
","
Hill View, Langata
","
6000 ft²
,
5
","
KSh 85,000,000
","
House in Hillview
,
5 bedroom house for sale in Hill View
"
"
6 bedroom house for sale in South C
,
Lovely 4 BR house in South C - Nairobi
","
South C, Langata
","
3500 ft²
,
6
","
KSh 20,000,000
","
Lovely 4 BR house in South C - Nairobi
,
6 bedroom house for sale in South C
"
"
4 bedroom house for sale in Karen
,
4 bedroom house in Karen
","
Karen, Langata
","
4
","
KSh 64,000,000
","
4 bedroom house in Karen
,
4 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Karen
,
PEACEFUL DWELLINGS
","
41, Langata Road, Karen, Langata
","
2024 m²
,
4
","
KSh 63,000,000
","
PEACEFUL DWELLINGS
,
 4 bedroom house for sale in Karen
"
"
5 bedroom house for sale in Runda
,
5 Bedroom House for Sale in Runda
","
Runda, Westlands
","
5
","
KSh 130,000,000
","
5 Bedroom House for Sale in Runda
,
5 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Runda
,
4 Bedroom Villa For Sale -Runda
","
Runda, Westlands
","
4
","
KSh 37,000,000
","
4 Bedroom Villa For Sale -Runda
,
4 bedroom townhouse for sale in Runda
"
"
1 bedroom house for sale in Ruaka
,
Apartments for sale
","
Ruaka, Ruaka, Kiambaa
","
55 m²
,
1
","
KSh 7,900,000
","
Apartments for sale
,
1 bedroom house for sale in Ruaka
"
"
4 bedroom townhouse for sale in Syokimau
,
Parkwood Villas – Syokimau
","
Parkwood Villas, Syokimau, Athi River
","
2950 m²
,
4
","
KSh 17,000,000
","
Parkwood Villas – Syokimau
,
4 bedroom townhouse for sale in Syokimau
"
"
4 bedroom townhouse for sale in Langata Area
,
4 Bedroom Town house for sale in Langata area
","
Nairobi dam estate, Langata Area, Langata
","
4
","
KSh 18,499,999
","
4 Bedroom Town house for sale in Langata area
,
4 bedroom townhouse for sale in Langata Area
"
"
5 bedroom house for sale in Kitisuru
,
Kitisuru, New Villas – FOR SALE
","
Kitisuru, Westlands
","
5
","
KSh 135,000,000
","
Kitisuru, New Villas – FOR SALE
,
5 bedroom house for sale in Kitisuru
"
"
4 bedroom house for sale in Kiambu Road
,
3,4 and 5 Bedroom Townhouses in a Gated Communi ...
","
Kiambu Road, Kiambu Road
","
4
","
KSh 32,500,000
","
3,4 and 5 Bedroom Townhouses in a Gated Communi...
,
4 bedroom house for sale in Kiambu Road
"
"
7 bedroom house for sale in Runda
,
RUNDA Evergreen 7 bedroomed house for sale
","
Runda Evergreen, Runda Evergreen, Runda, Westlands
","
7
","
KSh 130,000,000
","
RUNDA Evergreen 7 bedroomed house for sale
,
7 bedroom house for sale in Runda
"
"
5 bedroom villa for sale in Runda
,
5 Bedroom Ambassadorial House for Sale in Runda
","
Runda, Westlands
","
5
","
KSh 320,000,000
","
 5 Bedroom Ambassadorial House for Sale in Runda
,
5 bedroom villa for sale in Runda
"
"
3 bedroom villa for sale in Watamu
,
3 BEDROOM COTTAGE IN ONE ACRE TROPICAL GARDEN F ...
","
Watamu, Kilifi North
","
3
","
KSh 31,000,000
","
3 BEDROOM COTTAGE IN ONE ACRE TROPICAL GARDEN F...
,
3 bedroom villa for sale in Watamu
"
"
Furnished 9 bedroom townhouse for sale in Nyali Area
,
Villa boutique resort for sale ||| Diani, South ...
","
Nyali Area, Nyali
","
9
","
KSh 160,000,000
","
 Villa boutique resort for sale ||| Diani, South...
,
Furnished 9 bedroom townhouse for sale in Nyali Area
"
"
3 bedroom townhouse for sale in Mtwapa
,
BEAUTIFUL 3 BEDROOM TOWNHOUSES FOR SALE IN MTWA ...
","
Mtwapa, Kilifi South
","
3
","
KSh 5,900,000
","
BEAUTIFUL 3 BEDROOM TOWNHOUSES FOR SALE IN MTWA...
,
3 bedroom townhouse for sale in Mtwapa
"
"
6 bedroom house for sale in Malindi Town
,
6 Bedroom Villa on 1.5 Acres in Casuarina, Mali ...
","
Casuarina, Malindi Town, Malindi
","
6
","
KSh 45,000,000
","
6 Bedroom Villa on 1.5 Acres in Casuarina, Mali...
,
6 bedroom house for sale in Malindi Town
"
"
3 bedroom house for sale in Thika
,
Elegant 3 Bedroom Bungalows Houses For Sale.
","
Mangu Road, Thika, Thika
","
3
","
KSh 4,250,000
","
Elegant 3 Bedroom Bungalows Houses For Sale.
,
3 bedroom house for sale in Thika
"
"
 4 bedroom villa for sale in Embakasi Estate
,
Avenue Park Estate Bungalow- Embakasi
","
Embakasi Estate, Embakasi
","
4
","
KSh 17,000,000
","
Avenue Park Estate Bungalow- Embakasi
,
4 bedroom villa for sale in Embakasi Estate
"
"
4 bedroom townhouse for sale in Ruiru
,
4 Bedroom Townhouse Membley
","
Ruiru, Ruiru
","
4
","
KSh 24,000,000
","
4 Bedroom Townhouse Membley
,
4 bedroom townhouse for sale in Ruiru
"
"
3 bedroom townhouse for sale in Nyali Area
,
Stand-alone 3 bedrooms Maisonette
","
Nyali Area, Nyali
","
3
","
KSh 12,980,000
","
Stand-alone 3 bedrooms Maisonette
,
3 bedroom townhouse for sale in Nyali Area
"
"
3 bedroom house for sale in Kitengela
,
Very beautiful 3 BR houses in Kitengela
","
Kitengela, Kajiado North
","
1800 ft²
,
3
","
KSh 6,000,000
","
Very beautiful 3 BR houses in Kitengela
,
3 bedroom house for sale in Kitengela
"
"
6 bedroom house for sale in Runda
,
RUNDA:CHARMING 6BEDROOM HOME TO LET/FOR SALE
","
Runda, Westlands
","
6000 ft²
,
6
","
KSh 140,000,000
","
RUNDA:CHARMING 6BEDROOM HOME TO LET/FOR SALE
,
6 bedroom house for sale in Runda
"
"
6 bedroom house for sale in Ruiru
,
Beautiful 6 bedrooms house for sale in Membley ...
","
Membley Estate, Ruiru, Ruiru
","
6
","
KSh 26,500,000
","
Beautiful 6 bedrooms house for sale in Membley...
,
6 bedroom house for sale in Ruiru
"
"
4 bedroom townhouse for sale in Karen
,
Stunning Newly Built House for Sale in Karen
","
Karen, Langata
","
4
","
KSh 72,000,000
","
Stunning Newly Built House for Sale in Karen
,
4 bedroom townhouse for sale in Karen
 "
"
4 bedroom townhouse for sale in Syokimau
,
4 Bedroom Townhouse For Sale in Syokimau area
","
wanainchi, Syokimau, Athi River
","
4
","
KSh 17,000,000
","
4 Bedroom Townhouse For Sale in Syokimau area
,
4 bedroom townhouse for sale in Syokimau
"
"
4 bedroom house for sale in Old Muthaiga
,
This property is located in the sought after Mu ...
","
Old Muthaiga, Muthaiga
","
4
","
KSh 365,000,000
","
This property is located in the sought after Mu...
,
4 bedroom house for sale in Old Muthaiga
"
"
4 bedroom house for sale in Karen
,
4bedroom in gated community
 ","
Karen, Langata
","
1 m²
,
4
","
KSh 70,000,000
","
4bedroom in gated community
,
4 bedroom house for sale in Karen
"
"
3 bedroom house for sale in Joska
,
 Spacious 3 bedroom bungalows for sale
","
Kangundo road, Joska, Kangundo
","
159 m²
,
3
","
KSh 5,900,000
","
Spacious 3 bedroom bungalows for sale
,
3 bedroom house for sale in Joska
"
"
3 bedroom house for sale in Watamu
,
LOVELY 2/3 BEDROOM COTTAGE IN MIDA FOREST FOR S ...
","
Watamu, Kilifi North
","
3
","
KSh 25,000,000
","
LOVELY 2/3 BEDROOM COTTAGE IN MIDA FOREST FOR S...
,
3 bedroom house for sale in Watamu
"
"
5 bedroom house for sale in Kitengela
,
Maissonete for Sale
","
Kitengela, Kajiado North
","
5
 ","
KSh 17,000,000
","
Maissonete for Sale
,
5 bedroom house for sale in Kitengela
"
"
4 bedroom house for sale in Ngong
,
4 Bedrooms Houses For Sale In Ngong
","
Ngong, Kajiado North
","
500 m²
,
4
","
KSh 13,500,000
","
4 Bedrooms Houses For Sale In Ngong
,
4 bedroom house for sale in Ngong
"
"
2 bedroom house for sale in Malindi Town
,
Offer! Two Bedroom Villas for Sale in Malindi
","
Casuarina, Malindi Town, Malindi
","
2
","
KSh 6,500,000
","
Offer! Two Bedroom Villas for Sale in Malindi
,
2 bedroom house for sale in Malindi Town
"
"
3 bedroom house for sale in Ngong
,
3 bedrooms house for sale in Matasia, Ngong
","
36523, Ngong Kiserian road, Ngong, Kajiado North
","
133 m²
,
3
","
KSh 5,800,000
","
3 bedrooms house for sale in Matasia, Ngong
,
3 bedroom house for sale in Ngong
"
"
4 bedroom house for sale in Karen
,
Karen 4 Bedroom Bungalow House For Sale
","
Karen, Langata
","
4
","
KSh 165,000,000
","
Karen 4 Bedroom Bungalow House For Sale
,
4 bedroom house for sale in Karen
"
"
4 bedroom townhouse for sale in Syokimau
,
Modern Townhouses in Syokimau
","
Syokimau, Athi River
","
300 m²
,
4
","
KSh 17,000,000
","
Modern Townhouses in Syokimau
,
4 bedroom townhouse for sale in Syokimau
"
"
3 bedroom house for sale in Syokimau
,
3 Bedroom Mansion plus SQ at Syokimau Estate
","
Syokimau, Athi River
","
3
","
KSh 13,000,000
","
3 Bedroom Mansion plus SQ at Syokimau Estate
,
3 bedroom house for sale in Syokimau
"
"
5 bedroom house for sale in Loresho
,
BEAUTIFUL SMARTHOME FOR SALE IN LORESHO
","
Loresho, Westlands
","
5
","
KSh 160,000,000
","
BEAUTIFUL SMARTHOME FOR SALE IN LORESHO
,
5 bedroom house for sale in Loresho
"
"
4 bedroom townhouse for sale in Lavington
,
4 Bedroom House for Sale
","
Convent Road, Lavington, Dagoretti North
","
4
","
KSh 52,000,000
","
4 Bedroom House for Sale
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Lavington
,
Beautiful and Classy 4 bedroom all ensuite town ...
","
 Lavington, Dagoretti North
","
4
","
KSh 63,000,000
","
Beautiful and Classy 4 bedroom all ensuite town...
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Ngong
,
4 BEDROOM MASSIONATTE ON KERARAPON DRIVE
","
Kerarapon drive, 1st Rise, off Ngong Road, Kerarapon drive, Ngong, Kajiado North
","
4
","
KSh 30,000,000
","
4 BEDROOM MASSIONATTE ON KERARAPON DRIVE
,
4 bedroom townhouse for sale in Ngong
"
"
4 bedroom house for sale in Ruiru
,
4 Bedroom All Ensuite Mansion at Ruiru in a Gat ...
","
Ruiru, Ruiru
","
4
","
KSh 16,500,000
","
4 Bedroom All Ensuite Mansion at Ruiru in a Gat...
,
4 bedroom house for sale in Ruiru
"
"
6 bedroom villa for sale in Nyari
,
Unfurnished Prestigious Ambassadorial House For ...
","
Nyari, Nyari, Westlands
","
6
","
KSh 200,000,000
","
Unfurnished Prestigious Ambassadorial House For...
,
6 bedroom villa for sale in Nyari
"
"
4 bedroom townhouse for sale in Nyali Area
,
4 bedroom (all ensuite) double storey villas
","
Nyali Area, Nyali
","
4
","
KSh 29,000,000
","
4 bedroom (all ensuite) double storey villas
,
4 bedroom townhouse for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Runda
,
Standalone 5 bedroom townhouse for sale in Rund ...
","
Pan African Avenue, Runda, Westlands
","
5
","
KSh 80,000,000
","
Standalone 5 bedroom townhouse for sale in Rund...
,
5 bedroom townhouse for sale in Runda
 "
"
4 bedroom house for sale in Hill View
,
4 Bedrooms House For Sale in Hill View Estate
","
Hillview Estate, Hill View, Westlands
","
4
","
KSh 110,000,000
","
4 Bedrooms House For Sale in Hill View Estate
,
4 bedroom house for sale in Hill View
"
"
4 bedroom townhouse for sale in Loresho
,
4 Bed House for sale in Waterfront Gardens Esta ...
","
Waterfront Gardens Estate, Loresho, Westlands
","
18 m²
,
4
","
KSh 27,500,000
","
4 Bed House for sale in Waterfront Gardens Esta...
,
4 bedroom townhouse for sale in Loresho
"
"
7 bedroom house for sale in Runda
,
7 bedroom House For Sale in Runda.
","
Runda, Westlands
","
7
","
KSh 140,000,000
","
7 bedroom House For Sale in Runda.
,
7 bedroom house for sale in Runda
"
"
3 bedroom house for sale in Athi River Area
,
3 bedroom house for sale in Athi River (Kenya)
","
Athi River Area, Athi River
","
114 m²
,
3
","
KSh 8,500,000
","
3 bedroom house for sale in Athi River (Kenya)
,
3 bedroom house for sale in Athi River Area
"
"
3 bedroom townhouse for sale in Ongata Rongai
,
Twins Purim townhouse ongata rongai
","
Ongata Rongai, Kajiado North
","
 3
","
KSh 5,500,000
","
Twins Purim townhouse ongata rongai
,
3 bedroom townhouse for sale in Ongata Rongai
"
"
4 bedroom house for sale in lukenya
,
4 Bedroom maisonette plus DSQ in Athi River
","
lukenya, Athi River
","
4
","
KSh 11,500,000
","
4 Bedroom maisonette plus DSQ in Athi River
,
4 bedroom house for sale in lukenya
"
"
5 bedroom house for sale in Runda
,
5 bedroom house for sale in Runda
","
Runda, Westlands
","
5
","
KSh 130,000,000
","
5 bedroom house for sale in Runda
,
5 bedroom house for sale in Runda
"
"
4 bedroom villa for sale in Runda
,
4 BED RUNDA MUMWE VILLA
","
Runda, Westlands
","
4
","
KSh 65,000,000
","
4 BED RUNDA MUMWE VILLA
,
4 bedroom villa for sale in Runda
"
"
3 bedroom townhouse for sale in Syokimau
,
3 Bedroom Mansion Master Ensuite Plus DSQ at Sy ...
","
Syokimau, Athi River
","
3
","
KSh 12,000,000
","
3 Bedroom Mansion Master Ensuite Plus DSQ at Sy...
,
3 bedroom townhouse for sale in Syokimau
"
"
3 bedroom house for sale in Athi River Area
,
Crystal Rivers – Safaricom Mall & Gated Communi ...
","
Athi River Area, Athi River
","
3
","
KSh 14,000,000
","
Crystal Rivers – Safaricom Mall & Gated Communi...
,
3 bedroom house for sale in Athi River Area
"
"
5 bedroom townhouse for sale in Lavington
,
5 bedrooms all ensuite with DSQ townhouse in La ...
","
Lavington, Dagoretti North
","
5
","
KSh 55,000,000
","
5 bedrooms all ensuite with DSQ townhouse in La...
,
5 bedroom townhouse for sale in Lavington
"
"
5 bedroom townhouse for sale in Karen
,
NEW FOUR BEDROOM TOWNHOUSES AND SQ IN HALF ACRE ...
","
LANGATA, LANGATA, Karen, Langata
","
5
","
KSh 88,000,000
","
NEW FOUR BEDROOM TOWNHOUSES AND SQ IN HALF ACRE...
,
5 bedroom townhouse for sale in Karen
"
"
3 bedroom townhouse for sale in Ongata Rongai
,
3 Bedroom Master Massionatte For Sale
","
Rimpa, Ongata Rongai, Kajiado North
","
3
","
KSh 4,950,000
","
3 Bedroom Master Massionatte For Sale
,
3 bedroom townhouse for sale in Ongata Rongai
"
"
5 bedroom townhouse for sale in Kiambu Road
,
5br Townhouse, Kiambu road.
","
Kiambu Road, Kiambu Road, Kiambu Road
","
500 m²
,
5
","
KSh 63,950,000
","
5br Townhouse, Kiambu road.
,
5 bedroom townhouse for sale in Kiambu Road
"
"
3 bedroom townhouse for sale in Kitengela
,
3Br Masionettes for Sale Kitengela, Kajiado
","
Kitengela, Kajiado North
","
3
","
KSh 8,000,000
","
3Br Masionettes for Sale Kitengela, Kajiado
,
3 bedroom townhouse for sale in Kitengela
"
"
4 bedroom townhouse for sale in Riabai
,
4 BEDROOM HOUSE FOR SALE IN MIGAA GOLF ESTATE
","
Riabai road, Migaa golf estate,kiambu county, Riabai, Kiambaa
","
4
","
KSh 32,000,000
","
4 BEDROOM HOUSE FOR SALE IN MIGAA GOLF ESTATE
,
4 bedroom townhouse for sale in Riabai
"
"
4 bedroom townhouse for sale in Ongata Rongai
,
Lovely 4 BR Houses in Ongata Rongai
","
Ongata Rongai, Kajiado North
","
4
","
KSh 13,000,000
","
Lovely 4 BR Houses in Ongata Rongai
,
 4 bedroom townhouse for sale in Ongata Rongai
"
"
5 bedroom townhouse for sale in Lavington
,
4 Bedrooms House for sale In Lavington
","
Amboseli, Lavington, Dagoretti North
","
5
","
KSh 55,000,000
","
4 Bedrooms House for sale In Lavington
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Syokimau
,
4 Bedroom Mansion on 1/4 Acre Plot at Syokimau ...
","
Mombasa Road, Syokimau, Athi River
","
4
","
KSh 20,000,000
","
4 Bedroom Mansion on 1/4 Acre Plot at Syokimau...
,
4 bedroom house for sale in Syokimau
"
"
5 bedroom house for sale in Loresho
,
Loresho 5 Bedroom House For Rent
","
Loresho, Westlands
","
5
","
KSh 107,500,000
","
Loresho 5 Bedroom House For Rent
,
5 bedroom house for sale in Loresho
"
"
6 bedroom house for sale in Kiambu Road
,
Beautiful 4 bedrooms maisonette for sale in Sil ...
","
Starehe girls road, Kiambu Road, Kiambu Road
","
6
","
KSh 37,000,000
","
Beautiful 4 bedrooms maisonette for sale in Sil...
,
6 bedroom house for sale in Kiambu Road
"
